timestamp_ms,ax_raw,ay_raw,az_raw,label
2120,453,1886,-368,anomalie
2125,-123,-204,386,anomalie
2130,146,1000,234,anomalie
2135,-35,2047,-711,anomalie
2140,26,-157,50,anomalie
2145,-608,824,367,anomalie
2150,353,2047,-293,anomalie
2155,-450,-16,250,anomalie
2160,476,722,316,anomalie
2165,-492,2047,-1165,anomalie
2170,726,195,-176,anomalie
2175,-127,558,343,anomalie
2180,242,2047,-367,anomalie
2185,-154,476,-469,anomalie
2190,-31,355,257,anomalie
2195,-385,2047,-286,anomalie
2200,253,750,46,anomalie
2205,-585,238,625,anomalie
2210,595,2047,-235,anomalie
2215,-592,1210,-1184,anomalie
2220,453,-71,273,anomalie
2225,57,2047,-167,anomalie
2230,-54,1191,97,anomalie
2235,-131,-172,102,anomalie
2240,176,1972,-329,anomalie
2245,-50,1402,-235,anomalie
2250,69,-250,757,anomalie
2255,-496,1757,179,anomalie
2260,415,1515,-141,anomalie
2265,-389,-51,-563,anomalie
2270,507,1636,-297,anomalie
2275,-104,1593,-149,anomalie
2280,-208,-309,843,anomalie
2285,-150,1480,-325,anomalie
2290,0,1679,-325,anomalie
2295,138,-297,234,anomalie
2300,149,1328,250,anomalie
2305,-431,1781,23,anomalie
2310,353,-227,450,anomalie
2315,-400,1417,-965,anomalie
2320,538,1957,-532,anomalie
2325,-250,-192,320,anomalie
2330,-331,917,664,anomalie
2335,23,2047,-610,anomalie
2340,230,-145,23,anomalie
2345,188,816,3,anomalie
2350,215,2047,-266,anomalie
2355,-396,19,324,anomalie
2360,188,687,484,anomalie
2365,-308,2047,-1399,anomalie
2370,553,273,-399,anomalie
2375,-239,527,261,anomalie
2380,-462,2047,62,anomalie
2385,7,558,-301,anomalie
2390,172,273,347,anomalie
2395,434,2047,-567,anomalie
2400,42,871,-71,anomalie
2405,-554,175,707,anomalie
2410,238,2047,-86,anomalie
2415,-185,1253,-1243,anomalie
2420,257,-141,54,anomalie
2425,-97,2047,-211,anomalie
2430,-792,1183,476,anomalie
2435,61,-239,320,anomalie
2440,326,1914,-312,anomalie
2445,726,1460,-559,anomalie
2450,65,-180,524,anomalie
2455,-389,1714,164,anomalie
2460,103,1554,-31,anomalie
2465,-43,-86,-563,anomalie
2470,188,1621,-450,anomalie
2475,-258,1652,-204,anomalie
2480,-881,-340,1089,anomalie
2485,65,1398,-114,anomalie
2490,222,1695,-243,anomalie
2495,730,-247,79,anomalie
2500,46,1320,121,anomalie
2505,-273,1835,-16,anomalie
